# V61-HeNe
# Überprüfen der Stabilitätsbedingung
#
# Abstand_konkavkonkav[m]	Intensität_konkavkonkav[mW]	Abstand_konkavplan[m]		Intensität_konkavplan[mW]
0.655	4.5	0.412	5.3
0.755	4.5	0.512	5.6
0.855	1.6	0.612	3.1
0.955	1.6	0.712	3.4
1.055	2.7	0.812	3.8
1.255	1.6	0.912	3.5
1.455	2.0	1.022	5.5
1.555	1.3	1.122	6.0
1.655	1.8	1.222	5.8
1.755	3.2	1.322	4.5
1.855	3.3	1.404	0.3
1.955	4.5
2.122	3.5
